study,session,pNo,condition,congruency,sessionOrder,a,v,t0_Ter
4,2,E5IZH@&(X7RC92&(,deplete,incongruent,control-deplete,0.1057,0.2159,0.5526
4,1,Q!R0@!2G8$Y&(2&(,control,congruent,control-deplete,0.2441,0.1958,0.2745
4,1,Q!R0@!2G8$Y&(2&(,control,incongruent,control-deplete,0.1442,0.1298,0.8188
4,2,Q!R0@!2G8$Y&(2&(,deplete,congruent,control-deplete,0.1513,0.3609,0.5033
4,2,Q!R0@!2G8$Y&(2&(,deplete,incongruent,control-deplete,0.0955,0.1731,0.7924
4,2,OAEFESYK9&(^FB2&(,control,congruent,deplete-control,0.1388,0.3889,0.4321
4,2,OAEFESYK9&(^FB2&(,control,incongruent,deplete-control,0.1628,0.2881,0.5113
4,1,OAEFESYK9&(^FB2&(,deplete,congruent,deplete-control,0.1269,0.3214,0.4731
4,1,OAEFESYK9&(^FB2&(,deplete,incongruent,deplete-control,0.2078,0.23,0.4
4,2,RE@&(W#GFKZRB2&(,control,congruent,deplete-control,0.1321,0.306,0.4572
4,2,RE@&(W#GFKZRB2&(,control,incongruent,deplete-control,0.1483,0.3139,0.5238
4,1,RE@&(W#GFKZRB2&(,deplete,congruent,deplete-control,0.1301,0.3673,0.3419
4,1,RE@&(W#GFKZRB2&(,deplete,incongruent,deplete-control,0.0999,0.2399,0.4448
4,2,##IF1B09CBZB2&(,control,congruent,deplete-control,0.1433,0.3809,0.4027
4,2,##IF1B09CBZB2&(,control,incongruent,deplete-control,0.1103,0.2435,0.5769
4,1,##IF1B09CBZB2&(,deplete,congruent,deplete-control,0.2278,0.2405,0.2112
4,1,##IF1B09CBZB2&(,deplete,incongruent,deplete-control,0.1497,0.1967,0.6661
4,1,1@OL^LITSYOG2&(,control,congruent,control-deplete,0.1155,0.3529,0.3481
4,1,1@OL^LITSYOG2&(,control,incongruent,control-deplete,0.143,0.2355,0.35
4,2,1@OL^LITSYOG2&(,deplete,congruent,control-deplete,0.1077,0.4437,0.3438
4,2,1@OL^LITSYOG2&(,deplete,incongruent,control-deplete,0.0956,0.2643,0.4418
4,1,XRQX02YK!&(0I2&(,control,congruent,control-deplete,0.1256,0.4361,0.5881
4,1,XRQX02YK!&(0I2&(,control,incongruent,control-deplete,0.1558,0.3067,0.6121
4,2,XRQX02YK!&(0I2&(,deplete,congruent,control-deplete,0.1372,0.3991,0.5274
4,2,XRQX02YK!&(0I2&(,deplete,incongruent,control-deplete,0.1157,0.3479,0.6051
4,2,SZHT^9H9B0RK2&(,control,congruent,deplete-control,0.09,0.4054,0.3648
4,2,SZHT^9H9B0RK2&(,control,incongruent,deplete-control,0.0958,0.3037,0.3781
4,1,SZHT^9H9B0RK2&(,deplete,congruent,deplete-control,0.1053,0.3478,0.3231
4,1,SZHT^9H9B0RK2&(,deplete,incongruent,deplete-control,0.0925,0.2594,0.3336
4,2,GH!@9I8U@RCM2&(,control,congruent,deplete-control,0.1075,0.3408,0.3956
4,2,GH!@9I8U@RCM2&(,control,incongruent,deplete-control,0.1083,0.3061,0.4881
4,1,GH!@9I8U@RCM2&(,deplete,congruent,deplete-control,0.1218,0.3348,0.3676
4,1,GH!@9I8U@RCM2&(,deplete,incongruent,deplete-control,0.1229,0.2148,0.3921
4,2,75HLAEC5&(0!FO2&(,control,congruent,deplete-control,0.1239,0.327,0.3464
4,2,75HLAEC5&(0!FO2&(,control,incongruent,deplete-control,0.1051,0.2344,0.4603
4,1,75HLAEC5&(0!FO2&(,deplete,congruent,deplete-control,0.1419,0.3859,0.3202
4,1,75HLAEC5&(0!FO2&(,deplete,incongruent,deplete-control,0.1293,0.1855,0.4236
4,2,$0T&(SI^71@AEO2&(,control,congruent,deplete-control,0.1064,0.242,0.4645
4,2,$0T&(SI^71@AEO2&(,control,incongruent,deplete-control,0.1223,0.23,0.5235
4,1,$0T&(SI^71@AEO2&(,deplete,congruent,deplete-control,0.3256,0.0805,-0.7424
4,1,$0T&(SI^71@AEO2&(,deplete,incongruent,deplete-control,0.2669,0.0989,-0.208
4,2,L!T^^#41OEQAE2&(,control,congruent,deplete-control,0.1193,0.3985,0.3807
4,2,L!T^^#41OEQAE2&(,control,incongruent,deplete-control,0.1024,0.2786,0.493
4,1,L!T^^#41OEQAE2&(,deplete,congruent,deplete-control,0.1282,0.3728,0.3776
4,1,L!T^^#41OEQAE2&(,deplete,incongruent,deplete-control,0.1158,0.228,0.5159
4,2,&(FX4Y7I7OHUR2&(,control,congruent,deplete-control,0.1253,0.38,0.4259
4,2,&(FX4Y7I7OHUR2&(,control,incongruent,deplete-control,0.107,0.2094,0.588
4,1,&(FX4Y7I7OHUR2&(,deplete,congruent,deplete-control,0.1813,0.1624,0.2138
4,1,&(FX4Y7I7OHUR2&(,deplete,incongruent,deplete-control,0.1325,0.1978,0.5228
4,1,&(@WR1!44!2YS2&(,control,congruent,control-deplete,0.1531,0.3576,0.3998
4,1,&(@WR1!44!2YS2&(,control,incongruent,control-deplete,0.1797,0.2659,0.4461
4,2,&(@WR1!44!2YS2&(,deplete,congruent,control-deplete,0.1432,0.3818,0.4105
4,2,&(@WR1!44!2YS2&(,deplete,incongruent,control-deplete,0.1222,0.3293,0.5818
4,1,MUFSAE@2U9!^T2&(,control,congruent,control-deplete,0.1315,0.256,0.3103
4,1,MUFSAE@2U9!^T2&(,control,incongruent,control-deplete,0.1371,0.2457,0.3424
4,2,MUFSAE@2U9!^T2&(,deplete,congruent,control-deplete,0.1167,0.3487,0.3412
4,2,MUFSAE@2U9!^T2&(,deplete,incongruent,control-deplete,0.1117,0.3539,0.3895
4,2,K9T&(UE^RQ^&(U2&(,control,congruent,deplete-control,0.1566,0.2317,0.3662
4,2,K9T&(UE^RQ^&(U2&(,control,incongruent,deplete-control,0.1294,0.1607,0.4686
4,1,K9T&(UE^RQ^&(U2&(,deplete,congruent,deplete-control,0.1428,0.256,0.3876
4,1,K9T&(UE^RQ^&(U2&(,deplete,incongruent,deplete-control,0.1526,0.0979,0.3389
4,1,@XYYRIR^L5^@2&(,control,congruent,control-deplete,0.1486,0.3217,0.3846
4,1,@XYYRIR^L5^@2&(,control,incongruent,control-deplete,0.1344,0.2191,0.4165
4,2,@XYYRIR^L5^@2&(,deplete,congruent,control-deplete,0.1636,0.29,0.4157
4,2,@XYYRIR^L5^@2&(,deplete,incongruent,control-deplete,0.1429,0.2333,0.5058
4,1,HC&(2RE^T599@2&(,control,congruent,control-deplete,0.3302,0.1658,-0.292
4,1,HC&(2RE^T599@2&(,control,incongruent,control-deplete,0.2143,0.1374,0.224
4,2,HC&(2RE^T599@2&(,deplete,congruent,control-deplete,0.1604,0.2526,0.3537
4,2,HC&(2RE^T599@2&(,deplete,incongruent,control-deplete,0.1242,0.177,0.499
4,2,!EH81OCO8Q^W2&(,control,congruent,deplete-control,0.1623,0.2934,0.5037
4,2,!EH81OCO8Q^W2&(,control,incongruent,deplete-control,0.1694,0.2769,0.6949
4,1,!EH81OCO8Q^W2&(,deplete,congruent,deplete-control,0.2503,0.2188,0.1947
4,1,!EH81OCO8Q^W2&(,deplete,incongruent,deplete-control,0.302,-0.0426,-0.5091
4,1,RTX2T@&(X@GLW2&(,control,congruent,control-deplete,0.1292,0.3155,0.464
4,1,RTX2T@&(X@GLW2&(,control,incongruent,control-deplete,0.124,0.1934,0.5159
4,2,RTX2T@&(X@GLW2&(,deplete,congruent,control-deplete,0.117,0.3477,0.4432
4,2,RTX2T@&(X@GLW2&(,deplete,incongruent,control-deplete,0.1166,0.2889,0.5
4,1,HBMGAEZ25GR&(Z2&(,control,congruent,control-deplete,0.1704,0.2394,0.3844
4,1,HBMGAEZ25GR&(Z2&(,control,incongruent,control-deplete,0.2908,0.1158,-0.0345
4,2,HBMGAEZ25GR&(Z2&(,deplete,congruent,control-deplete,0.1547,0.3072,0.3843
4,2,HBMGAEZ25GR&(Z2&(,deplete,incongruent,control-deplete,0.1096,0.1776,0.5776
4,1,OAE2USO!#H&(GZ2&(,control,congruent,control-deplete,0.3672,0.1492,-0.5161
4,1,OAE2USO!#H&(GZ2&(,control,incongruent,control-deplete,0.1466,0.2008,0.4826
4,2,OAE2USO!#H&(GZ2&(,deplete,congruent,control-deplete,0.1676,0.2847,0.3584
4,2,OAE2USO!#H&(GZ2&(,deplete,incongruent,control-deplete,0.1099,0.2223,0.5546
4,1,LEI8FK5RG&(0^&(,control,congruent,control-deplete,0.1464,0.374,0.4372
4,1,LEI8FK5RG&(0^&(,control,incongruent,control-deplete,0.1738,0.2749,0.4567
4,2,LEI8FK5RG&(0^&(,deplete,congruent,control-deplete,0.1085,0.3734,0.3944
4,2,LEI8FK5RG&(0^&(,deplete,incongruent,control-deplete,0.1154,0.2888,0.4121
4,2,^I7OJQL8981^&(,control,congruent,deplete-control,0.1332,0.4111,0.341
4,2,^I7OJQL8981^&(,control,incongruent,deplete-control,0.0997,0.2493,0.4491
4,1,^I7OJQL8981^&(,deplete,congruent,deplete-control,0.1325,0.2765,0.33
4,1,^I7OJQL8981^&(,deplete,incongruent,deplete-control,0.1283,0.187,0.3497
4,2,CHBXT&(5HXB^^^&(,control,congruent,deplete-control,0.124,0.4382,0.3513
4,2,CHBXT&(5HXB^^^&(,control,incongruent,deplete-control,0.085,0.2422,0.4249
4,1,CHBXT&(5HXB^^^&(,deplete,congruent,deplete-control,0.1822,0.3006,0.2787
4,1,CHBXT&(5HXB^^^&(,deplete,incongruent,deplete-control,0.1451,0.129,0.3898
4,2,OWHT#TMILY24^&(,control,congruent,deplete-control,0.1689,0.2782,0.3997
4,2,OWHT#TMILY24^&(,control,incongruent,deplete-control,0.1555,0.26,0.5502
4,1,OWHT#TMILY24^&(,deplete,congruent,deplete-control,0.1899,0.2884,0.3508
4,1,OWHT#TMILY24^&(,deplete,incongruent,deplete-control,0.2034,0.235,0.4023
4,1,C#7BCEFZTRAE#^&(,control,congruent,control-deplete,0.1631,0.3357,0.349
4,1,C#7BCEFZTRAE#^&(,control,incongruent,control-deplete,0.0996,0.265,0.5854
4,2,C#7BCEFZTRAE#^&(,deplete,congruent,control-deplete,0.1106,0.4315,0.4304
4,2,C#7BCEFZTRAE#^&(,deplete,incongruent,control-deplete,0.0849,0.3022,0.5942
4,2,141@UFFIR2#8^&(,control,congruent,deplete-control,0.1334,0.4085,0.3352
4,2,141@UFFIR2#8^&(,control,incongruent,deplete-control,0.0826,0.1736,0.4067
4,1,141@UFFIR2#8^&(,deplete,congruent,deplete-control,0.0935,0.3917,0.3804
4,1,141@UFFIR2#8^&(,deplete,incongruent,deplete-control,0.1,0.1871,0.4026
4,1,^&(AEGJYJ0W##8^&(,control,congruent,control-deplete,0.2085,0.1956,0.2718
4,1,^&(AEGJYJ0W##8^&(,control,incongruent,control-deplete,0.1949,0.1231,0.3288
4,2,^&(AEGJYJ0W##8^&(,deplete,congruent,control-deplete,0.1197,0.2806,0.4177
4,2,^&(AEGJYJ0W##8^&(,deplete,incongruent,control-deplete,0.112,0.1875,0.5385
4,1,T#0@R^8$09OB^&(,control,congruent,control-deplete,0.1339,0.2736,0.3804
4,1,T#0@R^8$09OB^&(,control,incongruent,control-deplete,0.1439,0.2046,0.5135
4,2,T#0@R^8$09OB^&(,deplete,congruent,control-deplete,0.1123,0.3624,0.4146
4,2,T#0@R^8$09OB^&(,deplete,incongruent,control-deplete,0.0987,0.2559,0.5501
4,2,I!909SI&(WRUC^&(,control,congruent,deplete-control,0.1139,0.3541,0.3313
4,2,I!909SI&(WRUC^&(,control,incongruent,deplete-control,0.128,0.3071,0.3645
4,1,I!909SI&(WRUC^&(,deplete,congruent,deplete-control,0.0862,0.3639,0.349
4,1,I!909SI&(WRUC^&(,deplete,incongruent,deplete-control,0.1172,0.2252,0.3367
4,2,0^M79SWI10&($^&(,control,congruent,deplete-control,0.175,0.3115,0.5035
4,2,0^M79SWI10&($^&(,control,incongruent,deplete-control,0.1765,0.2615,0.6447
4,1,0^M79SWI10&($^&(,deplete,congruent,deplete-control,0.2225,0.2461,0.3626
4,1,0^M79SWI10&($^&(,deplete,incongruent,deplete-control,0.2266,0.1486,0.4009
4,2,CFGYYKFZ18&($^&(,control,congruent,deplete-control,0.1429,0.2829,0.4585
4,2,CFGYYKFZ18&($^&(,control,incongruent,deplete-control,0.1438,0.2787,0.604
4,1,CFGYYKFZ18&($^&(,deplete,congruent,deplete-control,0.3091,0.1546,-0.2359
4,1,CFGYYKFZ18&($^&(,deplete,incongruent,deplete-control,0.1554,0.2167,0.5116
4,1,WJLC8MSGY$$^&(,control,congruent,control-deplete,0.1697,0.2403,0.3869
4,1,WJLC8MSGY$$^&(,control,incongruent,control-deplete,0.3562,0.1145,-0.5355
4,2,WJLC8MSGY$$^&(,deplete,congruent,control-deplete,0.1667,0.2835,0.4879
4,2,WJLC8MSGY$$^&(,deplete,incongruent,control-deplete,0.1461,0.199,0.5665
4,2,AE@E8Z15RCR^E^&(,control,congruent,deplete-control,0.1207,0.3939,0.3633
4,2,AE@E8Z15RCR^E^&(,control,incongruent,deplete-control,0.1057,0.2389,0.4484
4,1,AE@E8Z15RCR^E^&(,deplete,congruent,deplete-control,0.1299,0.3678,0.3235
4,1,AE@E8Z15RCR^E^&(,deplete,incongruent,deplete-control,0.1134,0.1938,0.3765
4,1,7S5B^@8U&(U&(E^&(,control,congruent,control-deplete,0.115,0.4156,0.3298
4,1,7S5B^@8U&(U&(E^&(,control,incongruent,control-deplete,0.1458,0.3277,0.3616
4,2,7S5B^@8U&(U&(E^&(,deplete,congruent,control-deplete,0.126,0.3779,0.3508
4,2,7S5B^@8U&(U&(E^&(,deplete,incongruent,control-deplete,0.1288,0.371,0.3688
4,2,CYU$YEAE$#WHE^&(,control,congruent,deplete-control,0.1463,0.3737,0.3979
4,2,CYU$YEAE$#WHE^&(,control,incongruent,deplete-control,0.1313,0.2466,0.4956
4,1,CYU$YEAE$#WHE^&(,deplete,congruent,deplete-control,0.2595,0.211,0.1269
4,1,CYU$YEAE$#WHE^&(,deplete,incongruent,deplete-control,0.2,0.132,0.2359
4,1,FGJTBI28H5!E^&(,control,congruent,control-deplete,0.1208,0.3957,0.419
4,1,FGJTBI28H5!E^&(,control,incongruent,control-deplete,0.1066,0.3159,0.5084
4,2,FGJTBI28H5!E^&(,deplete,congruent,control-deplete,0.1442,0.3302,0.4271
4,2,FGJTBI28H5!E^&(,deplete,incongruent,control-deplete,0.1089,0.2281,0.6258
4,1,S^GYK922EB4F^&(,control,congruent,control-deplete,0.0999,0.3668,0.387
4,1,S^GYK922EB4F^&(,control,incongruent,control-deplete,0.0976,0.2458,0.3619
4,2,S^GYK922EB4F^&(,deplete,congruent,control-deplete,0.0968,0.3774,0.3785
4,2,S^GYK922EB4F^&(,deplete,incongruent,control-deplete,0.0905,0.2896,0.3987
4,2,!BAE02&(GYIAEHF^&(,control,congruent,deplete-control,0.146,0.1886,0.4581
4,2,!BAE02&(GYIAEHF^&(,control,incongruent,deplete-control,0.1235,0.0476,0.6766
4,1,!BAE02&(GYIAEHF^&(,deplete,congruent,deplete-control,0.2115,0.1248,0.0172
4,1,!BAE02&(GYIAEHF^&(,deplete,incongruent,deplete-control,0.2204,0.0314,-0.2864
4,2,E1!AE$T0!OO8G^&(,control,congruent,deplete-control,0.1343,0.4071,0.417
4,2,E1!AE$T0!OO8G^&(,control,incongruent,deplete-control,0.105,0.2787,0.538
4,1,E1!AE$T0!OO8G^&(,deplete,congruent,deplete-control,0.137,0.3487,0.3633
4,1,E1!AE$T0!OO8G^&(,deplete,incongruent,deplete-control,0.132,0.2551,0.4129
4,1,@L05E^#129$I^&(,control,congruent,control-deplete,0.1817,0.263,0.2751
4,1,@L05E^#129$I^&(,control,incongruent,control-deplete,0.1359,0.1489,0.3842
4,2,@L05E^#129$I^&(,deplete,congruent,control-deplete,0.124,0.2911,0.4024
4,2,@L05E^#129$I^&(,deplete,incongruent,control-deplete,0.1124,0.2228,0.4968
4,2,^Z808OT7Y$YI^&(,control,congruent,deplete-control,0.1372,0.2639,0.428
4,2,^Z808OT7Y$YI^&(,control,incongruent,deplete-control,0.1444,0.2723,0.5458
4,1,^Z808OT7Y$YI^&(,deplete,congruent,deplete-control,0.1794,0.3052,0.3736
4,1,^Z808OT7Y$YI^&(,deplete,incongruent,deplete-control,0.1375,0.2142,0.5273
4,1,0O!E0WILR7TK^&(,control,congruent,control-deplete,0.1508,0.3631,0.5438
4,1,0O!E0WILR7TK^&(,control,incongruent,control-deplete,0.1602,0.2102,0.6398
4,2,0O!E0WILR7TK^&(,deplete,congruent,control-deplete,0.1444,0.3776,0.4715
4,2,0O!E0WILR7TK^&(,deplete,incongruent,control-deplete,0.1188,0.3979,0.6461
4,1,9&(^X7IXUC$0L^&(,control,congruent,control-deplete,0.1318,0.4154,0.4021
4,1,9&(^X7IXUC$0L^&(,control,incongruent,control-deplete,0.1402,0.3409,0.4064
4,2,9&(^X7IXUC$0L^&(,deplete,congruent,control-deplete,0.1154,0.4744,0.3713
4,2,9&(^X7IXUC$0L^&(,deplete,incongruent,control-deplete,0.0855,0.2503,0.4004
4,2,4HHC#JWZ!^#!^&(,control,congruent,deplete-control,0.1374,0.3973,0.4525
4,2,4HHC#JWZ!^#!^&(,control,incongruent,deplete-control,0.118,0.281,0.5223
4,1,4HHC#JWZ!^#!^&(,deplete,congruent,deplete-control,0.1844,0.2971,0.3425
4,1,4HHC#JWZ!^#!^&(,deplete,incongruent,deplete-control,0.1634,0.2925,0.4659
4,1,^R4Z7C7ETE&(Q^&(,control,congruent,control-deplete,0.147,0.3251,0.4938
4,1,^R4Z7C7ETE&(Q^&(,control,incongruent,control-deplete,0.0967,0.0876,0.7179
4,2,^R4Z7C7ETE&(Q^&(,deplete,congruent,control-deplete,0.1088,0.2555,0.4841
4,2,^R4Z7C7ETE&(Q^&(,deplete,incongruent,control-deplete,0.1058,0.1244,0.6338
4,2,WE5AEJ@UK75CQ^&(,control,congruent,deplete-control,0.1505,0.3158,0.3789
4,2,WE5AEJ@UK75CQ^&(,control,incongruent,deplete-control,0.1073,0.2373,0.5494
4,1,WE5AEJ@UK75CQ^&(,deplete,congruent,deplete-control,0.2023,0.2707,0.291
4,1,WE5AEJ@UK75CQ^&(,deplete,incongruent,deplete-control,0.1467,0.1276,0.5968
4,2,$!W@I21JOZ2R^&(,control,congruent,deplete-control,0.0924,0.3919,0.4743
4,2,$!W@I21JOZ2R^&(,control,incongruent,deplete-control,0.0857,0.2591,0.4752
4,1,$!W@I21JOZ2R^&(,deplete,congruent,deplete-control,0.162,0.2516,0.3342
4,1,$!W@I21JOZ2R^&(,deplete,incongruent,deplete-control,0.1304,0.1685,0.3757
4,1,&(EAEJKXM2Y5F@^&(,control,congruent,control-deplete,0.1311,0.3111,0.3883
4,1,&(EAEJKXM2Y5F@^&(,control,incongruent,control-deplete,0.0773,-0.3808,0.531
4,2,&(EAEJKXM2Y5F@^&(,deplete,congruent,control-deplete,0.1436,0.3814,0.4005
4,2,&(EAEJKXM2Y5F@^&(,deplete,incongruent,control-deplete,0.0808,-0.2922,0.6196
4,1,4UH&(5AE9QAEH94&(,control,congruent,control-deplete,0.2018,0.2714,0.2869
4,1,4UH&(5AE9QAEH94&(,control,incongruent,control-deplete,0.2766,0.0954,-0.2862
4,2,4UH&(5AE9QAEH94&(,deplete,congruent,control-deplete,0.1309,0.3652,0.3949
4,2,4UH&(5AE9QAEH94&(,deplete,incongruent,control-deplete,0.0897,0.2195,0.4932
4,2,GE@H2C9!^7B5&(,control,congruent,deplete-control,0.1179,0.3077,0.405
4,2,GE@H2C9!^7B5&(,control,incongruent,deplete-control,0.0851,0.1655,0.5199
4,1,GE@H2C9!^7B5&(,deplete,congruent,deplete-control,0.1329,0.3597,0.372
4,1,GE@H2C9!^7B5&(,deplete,incongruent,deplete-control,0.1118,0.144,0.4694
4,1,TRS!HGRZKMB5&(,control,congruent,control-deplete,0.151,0.3164,0.2772
4,1,TRS!HGRZKMB5&(,control,incongruent,control-deplete,0.1362,0.2162,0.3686
4,2,TRS!HGRZKMB5&(,deplete,congruent,control-deplete,0.0964,0.4184,0.3768
4,2,TRS!HGRZKMB5&(,deplete,incongruent,control-deplete,0.0784,0.1504,0.4287
4,2,ILS^JRQ@AEB!5&(,control,congruent,deplete-control,0.1367,0.266,0.4372
4,2,ILS^JRQ@AEB!5&(,control,incongruent,deplete-control,0.1199,0.2171,0.5033
4,1,ILS^JRQ@AEB!5&(,deplete,congruent,deplete-control,0.316,0.1159,-0.4542
4,1,ILS^JRQ@AEB!5&(,deplete,incongruent,deplete-control,0.1705,0.2803,0.5412
4,2,2L5YEY1KJWM#&(,control,congruent,deplete-control,0.1268,0.3194,0.4837
4,2,2L5YEY1KJWM#&(,control,incongruent,deplete-control,0.1192,0.2749,0.5584
4,1,2L5YEY1KJWM#&(,deplete,congruent,deplete-control,0.1836,0.2983,0.3744
4,1,2L5YEY1KJWM#&(,deplete,incongruent,deplete-control,0.1181,0.1714,0.5085
4,1,!I!XMYRKIXW#&(,control,congruent,control-deplete,0.1949,0.281,0.5996
4,1,!I!XMYRKIXW#&(,control,incongruent,control-deplete,0.374,0.109,-0.3903
4,2,!I!XMYRKIXW#&(,deplete,congruent,control-deplete,0.1592,0.3439,0.5949
4,2,!I!XMYRKIXW#&(,deplete,incongruent,control-deplete,0.1477,0.2714,0.7009
4,1,S$TB#AEMJ#0T7&(,control,congruent,control-deplete,0.1937,0.2105,0.3342
4,1,S$TB#AEMJ#0T7&(,control,incongruent,control-deplete,0.148,0.1485,0.5657
4,2,S$TB#AEMJ#0T7&(,deplete,congruent,control-deplete,0.1602,0.2967,0.3953
4,2,S$TB#AEMJ#0T7&(,deplete,incongruent,control-deplete,0.1415,0.2355,0.4686
4,1,LO8FAEYZ1JU09&(,control,congruent,control-deplete,0.2126,0.2576,0.2264
4,1,LO8FAEYZ1JU09&(,control,incongruent,control-deplete,0.1245,0.1113,0.4752
4,2,LO8FAEYZ1JU09&(,deplete,congruent,control-deplete,0.134,0.3554,0.348
4,2,LO8FAEYZ1JU09&(,deplete,incongruent,control-deplete,0.1281,0.175,0.457
4,2,XRF#Y1JHQSBB&(,control,congruent,deplete-control,0.1097,0.3669,0.4161
4,2,XRF#Y1JHQSBB&(,control,incongruent,deplete-control,0.1021,0.3134,0.4699
4,1,XRF#Y1JHQSBB&(,deplete,congruent,deplete-control,0.1038,0.302,0.4129
4,1,XRF#Y1JHQSBB&(,deplete,incongruent,deplete-control,0.2757,0.1473,-0.1624
4,1,Z#9O0^4U78MC&(,control,congruent,control-deplete,0.1385,0.2945,0.4047
4,1,Z#9O0^4U78MC&(,control,incongruent,control-deplete,0.1578,0.2134,0.4288
4,2,Z#9O0^4U78MC&(,deplete,congruent,control-deplete,0.1156,0.2889,0.3773
4,2,Z#9O0^4U78MC&(,deplete,incongruent,control-deplete,0.1255,0.2548,0.4048
4,1,EHOFM!9O9!OC&(,control,congruent,control-deplete,0.1708,0.2799,0.3148
4,1,EHOFM!9O9!OC&(,control,incongruent,control-deplete,0.121,0.1981,0.502
4,2,EHOFM!9O9!OC&(,deplete,congruent,control-deplete,0.1014,0.3277,0.3801
4,2,EHOFM!9O9!OC&(,deplete,incongruent,control-deplete,0.118,0.3396,0.3814
4,1,@AECSJ&(BAEAE07$&(,control,congruent,control-deplete,0.1345,0.3031,0.3814
4,1,@AECSJ&(BAEAE07$&(,control,incongruent,control-deplete,0.146,0.1643,0.3688
4,2,@AECSJ&(BAEAE07$&(,deplete,congruent,control-deplete,0.1192,0.4587,0.3725
4,2,@AECSJ&(BAEAE07$&(,deplete,incongruent,control-deplete,0.0898,0.2495,0.4936
4,1,Y@BJCTX2G5Q$&(,control,congruent,control-deplete,0.179,0.1751,0.2296
4,1,Y@BJCTX2G5Q$&(,control,incongruent,control-deplete,0.1086,0.1724,0.5244
4,2,Y@BJCTX2G5Q$&(,deplete,congruent,control-deplete,0.1464,0.2779,0.4338
4,2,Y@BJCTX2G5Q$&(,deplete,incongruent,control-deplete,0.1359,0.2426,0.4456
4,2,YULE!RLFHSOF&(,control,congruent,deplete-control,0.1469,0.3705,0.398
4,2,YULE!RLFHSOF&(,control,incongruent,deplete-control,0.0999,0.2796,0.6448
4,1,YULE!RLFHSOF&(,deplete,congruent,deplete-control,0.147,0.325,0.393
4,1,YULE!RLFHSOF&(,deplete,incongruent,deplete-control,0.147,0.2003,0.5333
4,2,EXFC90U!00UF&(,control,congruent,deplete-control,0.1977,0.2757,0.3363
4,2,EXFC90U!00UF&(,control,incongruent,deplete-control,0.125,0.1874,0.6326
4,1,EXFC90U!00UF&(,deplete,congruent,deplete-control,0.1484,0.2748,0.3751
4,1,EXFC90U!00UF&(,deplete,incongruent,deplete-control,0.1743,0.234,0.4422
4,2,L25WU0WZK1II&(,control,congruent,deplete-control,0.12,0.4556,0.3919
4,2,L25WU0WZK1II&(,control,incongruent,deplete-control,0.1407,0.3237,0.4507
4,1,L25WU0WZK1II&(,deplete,congruent,deplete-control,0.4734,0.1157,-1.3829
4,1,L25WU0WZK1II&(,deplete,incongruent,deplete-control,0.1358,0.2169,0.39
4,2,&(4BWT2OT!$LI&(,control,congruent,deplete-control,0.1108,0.3306,0.398
4,2,&(4BWT2OT!$LI&(,control,incongruent,deplete-control,0.1235,0.2591,0.4864
4,1,&(4BWT2OT!$LI&(,deplete,congruent,deplete-control,0.1201,0.456,0.4663
4,1,&(4BWT2OT!$LI&(,deplete,incongruent,deplete-control,0.1555,0.2166,0.4547
4,2,G727EW!AEB11K&(,control,congruent,deplete-control,0.1091,0.373,0.3876
4,2,G727EW!AEB11K&(,control,incongruent,deplete-control,0.0979,0.2601,0.4203
4,1,G727EW!AEB11K&(,deplete,congruent,deplete-control,0.0912,0.3229,0.4107
4,1,G727EW!AEB11K&(,deplete,incongruent,deplete-control,0.1222,0.241,0.3698
4,2,U4WGEWG4$L!K&(,control,congruent,deplete-control,0.1456,0.3762,0.3373
4,2,U4WGEWG4$L!K&(,control,incongruent,deplete-control,0.0996,0.2149,0.4872
4,1,U4WGEWG4$L!K&(,deplete,congruent,deplete-control,0.1537,0.3109,0.3515
4,1,U4WGEWG4$L!K&(,deplete,incongruent,deplete-control,0.1229,0.1523,0.5613
4,2,ML87TC&($4Q1L&(,control,congruent,deplete-control,0.1232,0.2676,0.4503
4,2,ML87TC&($4Q1L&(,control,incongruent,deplete-control,0.1076,0.197,0.5599
4,1,ML87TC&($4Q1L&(,deplete,congruent,deplete-control,0.1386,0.2643,0.4118
4,1,ML87TC&($4Q1L&(,deplete,incongruent,deplete-control,0.1581,0.2129,0.4771
4,1,&(9QK8ZYWRQ$L&(,control,congruent,control-deplete,0.0801,0.4573,0.3457
4,1,&(9QK8ZYWRQ$L&(,control,incongruent,control-deplete,0.0907,0.2644,0.337
4,2,&(9QK8ZYWRQ$L&(,deplete,congruent,control-deplete,0.0849,0.4315,0.3568
4,2,&(9QK8ZYWRQ$L&(,deplete,incongruent,control-deplete,0.0961,0.4244,0.3511
4,1,&(1ER^U4T551M&(,control,congruent,control-deplete,0.1501,0.244,0.4726
4,1,&(1ER^U4T551M&(,control,incongruent,control-deplete,0.1173,0.1479,0.7093
4,2,&(1ER^U4T551M&(,deplete,congruent,control-deplete,0.1527,0.2659,0.4964
4,2,&(1ER^U4T551M&(,deplete,incongruent,control-deplete,0.1149,0.2546,0.7601
4,2,84WXXJ20KK2M&(,control,congruent,deplete-control,0.1539,0.3524,0.3121
4,2,84WXXJ20KK2M&(,control,incongruent,deplete-control,0.0962,0.2161,0.4075
4,1,84WXXJ20KK2M&(,deplete,congruent,deplete-control,0.1473,0.2129,0.2688
4,1,84WXXJ20KK2M&(,deplete,incongruent,deplete-control,0.1512,0.1947,0.342
